证券代码',最新公司全称_Lcomnm,会计期间',速动比率X1,利息保障倍数X2,权益乘数X3,固定资产周转率X4,总资产周转率X5,长期资本收益率X6,营业利润率X7,净利润现金含量X8,总资产增长率X9
670,盈方微电子股份有限公司,2011/12/31,2.131704,2.58792,1.423915,88.659984,0.303519,-0.020043,-0.17094,-5.692714,0.054209
