证券代码',最新公司全称_Lcomnm,会计期间',速动比率X1,利息保障倍数X2,权益乘数X3,固定资产周转率X4,总资产周转率X5,长期资本收益率X6,营业利润率X7,净利润现金含量X8,总资产增长率X9,FAIL
002569,浙江步森服饰股份有限公司,2014-12-31,1.2152,-7.3165,1.6041,3.04021928610396,0.59227612846604,-0.34565934140299,-19.3255,0.14489627707978,-9.5925,1
002569,浙江步森服饰股份有限公司,2015-12-31,1.9396,4.4215,1.3197,3.83763434610765,0.587817317010173,0.157696771015928,-6.5946,2.41959461744038,-15.8879,1
002569,浙江步森服饰股份有限公司,2016-12-31,3.5215,48.793,1.1942,7.20172751389093,0.589186928767107,0.233413680677,3.8844,2.07350148571612,-8.3664,1
002569,浙江步森服饰股份有限公司,2017-12-31,1.5646,-37.8242,1.45,7.16916951911337,0.482659807560642,-0.161488806561571,-9.8766,0.294886043975999,13.5809,1
002586,浙江省围海建设集团股份有限公司,2011-12-31,1.4057,9.7109,2.1287,25.8561767261313,0.745242618985128,0.265743847668705,7.7227,-0.391111255225037,110.1912,1
002586,浙江省围海建设集团股份有限公司,2012-12-31,1.1074,6.8143,2.2842,5.83691992351751,0.67180975813703,0.16334282132993,8.4126,0.38325163657773,19.3287,1
002586,浙江省围海建设集团股份有限公司,2013-12-31,1.2299,4.6676,2.6444,6.96069916335876,0.622004569563155,0.153381099399592,8.4685,0.618466289476902,25.088,1
002586,浙江省围海建设集团股份有限公司,2014-12-31,1.245,4.626,2.1177,8.61881891321597,0.536147470367072,0.123685837574949,7.8717,-0.129873385813933,31.2042,1
002586,浙江省围海建设集团股份有限公司,2015-12-31,1.1268,2.3909,2.71,9.06487027104174,0.425665377677719,0.0757322510539091,4.4892,1.48588671223862,30.3633,1
002586,浙江省围海建设集团股份有限公司,2016-12-31,0.9284,3.3515,3.2718,11.4501655717987,0.391938172986275,0.0657452618748736,5.4256,0.379215943211921,25.5384,1
002586,浙江省围海建设集团股份有限公司,2017-12-31,1.3609,5.6173,1.997,15.2469648680057,0.330072505096812,0.105695552792976,10.6661,0.363435949423541,55.4593,1
002586,浙江省围海建设集团股份有限公司,2018-12-31,1.1198,4.254,2.0103,9.47985252149792,0.318235785564677,0.0847200047517568,9.703,0.281221169207229,27.8986,1
002604,山东龙力生物科技股份有限公司,2011-12-31,3.8167,5.5355,1.2829,2.10318628482959,0.58231830448953,0.183305178708518,7.5439,2.29835727449712,80.7951,1
002604,山东龙力生物科技股份有限公司,2012-12-31,2.4493,5.5859,1.4383,1.81824188644697,0.411067376659425,0.15183337571496,7.525,1.93628767285326,16.5595,1
002604,山东龙力生物科技股份有限公司,2013-12-31,2.2439,3.1815,1.4571,1.77679981688929,0.348782440371755,0.151560628110017,8.573,3.69934640304143,4.9639,1
002604,山东龙力生物科技股份有限公司,2014-12-31,1.8357,3.5506,1.4668,1.34894798453547,0.278648947609058,0.122468886451895,5.0635,1.15119298354955,4.9164,1
002604,山东龙力生物科技股份有限公司,2015-12-31,1.2531,2.7425,1.4242,1.25596760952767,0.287854980048295,0.0565440487288219,4.8516,5.95653742815154,-0.7388,1
002604,山东龙力生物科技股份有限公司,2016-12-31,2.2743,4.5911,1.385,1.2210561197405,0.208110503049717,0.0590047876336953,12.4473,1.72873674200026,56.7174,1
002629,浙江仁智股份有限公司,2011-12-31,2.62,44.5488,1.4711,6.01582885669559,0.504810676491145,0.759089374050061,16.673,0.201322493360132,112.919,1
002629,浙江仁智股份有限公司,2013-12-31,2.4734,59.2173,1.4697,4.85540626006897,0.545014927746556,0.250831720301519,6.6903,-1.55162832187435,10.0019,1
002629,浙江仁智股份有限公司,2014-12-31,2.8537,3.7045,1.3273,3.84371539705545,0.479354789922069,0.0493381955587745,1.3419,12.3702550072808,-9.8669,1
002629,浙江仁智股份有限公司,2015-12-31,3.4539,-49.2585,1.2497,2.46412986685721,0.29612183267078,-0.461031823471187,-42.1155,0.130946145429617,-17.4853,1
002629,浙江仁智股份有限公司,2016-12-31,6.1831,27.9181,1.1233,4.21038003891611,0.409017945835658,0.109764494877153,-7.9834,3.97691898470733,-6.9015,1
002629,浙江仁智股份有限公司,2017-12-31,4.6539,-16.7185,1.1738,52.3404035469344,4.19186579724384,-0.12727302185826,-0.8291,6.30169833010848,-0.0949,1
002629,浙江仁智股份有限公司,2018-12-31,0.4305,-141.7214,13.009,55.8756840944941,7.8020149558609,-3.45178306396554,-17.8132,-0.00202700346866561,-57.553,1
002642,北京荣之联科技股份有限公司,2011-12-31,3.6996,20.4721,1.2955,12.7635357588722,0.661960999913808,1.52067965594603,11.8443,0.425393563393518,184.4343,1
002642,北京荣之联科技股份有限公司,2013-12-31,1.9024,126.2434,1.3217,6.10612753538517,0.543922821881412,0.164919650649997,12.4848,0.654581475556948,81.7933,1
002642,北京荣之联科技股份有限公司,2014-12-31,2.3453,50.4132,1.25,6.35513903346533,0.466557163614979,0.138732797254144,14.2231,0.753057032637985,48.7413,1
002642,北京荣之联科技股份有限公司,2015-12-31,2.7208,37.3702,1.3027,6.33719300326907,0.331812231025257,0.132908449493103,15.9256,0.140902406911531,45.1585,1
002642,北京荣之联科技股份有限公司,2016-12-31,3.0953,22.6567,1.225,7.43485677012648,0.340882532950212,0.143171810354374,17.835,0.708633206786644,0.4434,1
002642,北京荣之联科技股份有限公司,2017-12-31,1.539,-10.9028,1.4377,3.38094210696561,0.313827088350959,-0.0727187536291354,-11.3655,-0.516309888699561,28.5883,1
002642,北京荣之联科技股份有限公司,2018-12-31,1.0988,-35.5834,1.7515,5.34155193126246,0.558598501974321,-0.796658789245222,-48.8131,0.104734715993169,-18.6726,1
002680,长生生物科技股份有限公司,2015-12-31,7.4742,310.4084,1.124,1.87701443848024,0.215320753740438,0.539122160285319,43.2367,0.638531988210618,137.0171,1
002684,广东猛狮新能源科技股份有限公司,2012-12-31,1.5563,8.0402,1.3797,5.83790007037744,0.655226705841036,0.136263259779871,9.2385,-0.582075722908935,52.7672,1
